"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name"
"1026","RT @MaryBeforeJane: When Hillary Clinton said that #weed should only be available under ""appropriate circumstances""Ì†æÌ¥îÌ†ΩÌ∏íÌ†ΩÌ∏ñÌ†ΩÌ∏≠ https://t.co/m3ZMfW‚Ä¶",1335,FALSE,FALSE,"697530533623029761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:20:13 +0000 2016",NA,NA,"en",11,FALSE,NA,"2742046073","If you wanna hear REAL music, go cop This Thing Called Life now!",TRUE,"Wed Aug 13 20:28:05 +0000 2014",55946,961,36407,FALSE,NA,"Formation","Eastern Time (US & Canada)","en",-18000,298,"princessd0123"
"1084","El final de la magia de los Clinton: El desastre de Hillary Clinton en New Hampshire ha sembrado dudas sobre u... https://t.co/JhUL7t6pnE",0,FALSE,FALSE,"697530542691000320",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",FALSE,"Wed Feb 10 21:20:15 +0000 2016",NA,NA,"es",68,FALSE,"iPhone: 47.533035,8.474716","33225158","Real Estate Developer, interested in sustainable projects, energy efficieny and green environment, Parhouse GmbH.",TRUE,"Sun Apr 19 15:28:34 +0000 2009",137019,1907,30,FALSE,"http://wefollow.com/Parhouse","Pablo Paredes","Bern","en",3600,1751,"Parhouse"
"1085","Hillary Clinton is banking on an improved organization this time to win the Iowa caucus",0,FALSE,FALSE,"697530543253151744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:20:15 +0000 2016",NA,NA,"en",0,FALSE,"Hawaii","2818585298","We are a 5 person  boutique  studio.",FALSE,"Fri Sep 19 01:01:30 +0000 2014",1,2,0,FALSE,"http://www.zzhousedesign.com","ZZHOUSE","Pacific Time (US & Canada)","en",-28800,24,"ZZHousp"
"1097","Hillary Clinton: Aus der Zeit gefallen - ZEIT ONLINE https://t.co/8fQWQTIHDR | https://t.co/nZr3Uaa7Tn https://t.co/Ir72aQFsah",0,FALSE,FALSE,"697530545148862464",NA,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>",FALSE,"Wed Feb 10 21:20:16 +0000 2016",NA,NA,"de",8,FALSE,"Germany","3187583517","Aktuelle #Nachrichten alle #15 Minuten.",FALSE,"Mon Apr 20 16:49:22 +0000 2015",6125,5,0,FALSE,"http://pffweb.tk","PFF","Pacific Time (US & Canada)","de",-28800,0,"PFFweb"
"1103","Interesting food for thought -- Why Hillary Clinton Doesn‚Äôt Deserve the Black Vote https://t.co/U7y4KvBtFw",0,FALSE,FALSE,"697530546730176512",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",FALSE,"Wed Feb 10 21:20:16 +0000 2016",NA,NA,"en",7,FALSE,"Kanye West Island - Wondaland","83784031","i like pretty things. IG: @theelastpaige",TRUE,"Tue Oct 20 06:34:16 +0000 2009",26968,129,439,FALSE,NA,"electric lady.","Eastern Time (US & Canada)","en",-18000,283,"TheelastPAIGE"
"1105","RT @ProGloCommons: Here's why black people should think twice before voting for Hillary Clinton   https://t.co/HFtwaQUkt6 #ows #occupyseatt‚Ä¶",3,FALSE,FALSE,"697530547384373248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:20:16 +0000 2016",NA,NA,"en",23,FALSE,NA,"581468642","Bringing down the oligarchy, protect our mother earth, support the 99%,deconstruct white supremacy, Chicana, La Raza, DEMOCRATA #climatechange #humanrights",FALSE,"Wed May 16 03:11:02 +0000 2012",19669,788,8941,FALSE,NA,"DiablaMorena","Mountain Time (US & Canada)","en",-25200,1110,"conlimonisal"
"1110","El final de la magia de los Clinton: El desastre de Hillary Clinton en New Hampshire ha sembrado dudas sobre u... https://t.co/QvgWPAhoFt",0,FALSE,FALSE,"697530548038688769",NA,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",FALSE,"Wed Feb 10 21:20:16 +0000 2016",NA,NA,"es",4,FALSE,"Monterrey, Nuevo Le√≥n","335968473","Mi vida se vive al d√≠a, haz las cosas y no te arrepientas de algo que nunca hiciste",FALSE,"Fri Jul 15 14:54:50 +0000 2011",7715,954,11,FALSE,NA,"Selene Ortega","Mexico City","es",-21600,1302,"OrtegaMimi"
"6","@HillaryClinton @TheLeadCNN . Free or Much Cheaper National &amp; Secure/Efficient WiFi a Goal Of Millennial Voters To Fuel The 'GIG' Economy.",0,FALSE,FALSE,"697530319402983424","RC5251","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:22 +0000 2016","697529394231836676","563760715","en",47,FALSE,NA,"563760715","Earthling. Born in Louisville, KY. Living In Denver. Abstract Artist & Thinker. Still Waking Up After Years Of Boozing. Progressive Pagan. GEN Xer",FALSE,"Thu Apr 26 14:17:08 +0000 2012",97181,885,1566,FALSE,NA,"Robert Craig","Mountain Time (US & Canada)","en",-25200,1435,"RC5251"
"11","@seanspicer @HillaryClinton could a president be impeached for announcing after elected,that they were Now The First Lesbian President of US",0,FALSE,FALSE,"697530321487712259","seanspicer","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:22 +0000 2016","697226283982462976","20776147","en",2,FALSE,"Ottawa canada","24616501",NA,FALSE,"Mon Mar 16 00:28:31 +0000 2009",474,33,8,FALSE,NA,"Paul Dooling","Quito","en",-18000,345,"ey804paul"
"28","RT @RealJamesWoods: While the #lib #lapdog #media swoon at @HillaryClinton's every cackle, Catherine Herridge is quietly winning the war ht‚Ä¶",93,FALSE,FALSE,"697530324725555200",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Wed Feb 10 21:19:23 +0000 2016",NA,NA,"en",33,FALSE,NA,"2355250290",NA,FALSE,"Fri Feb 21 19:39:41 +0000 2014",32088,166,27103,FALSE,NA,"Jim",NA,"en",NA,127,"Jimhengstenberg"
"46","It's really great that #HillaryClinton shows panic. That's a first step to get rid of her from our political scene! https://t.co/PSxct7O3aa",0,FALSE,FALSE,"697530327355551745",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:24 +0000 2016",NA,NA,"en",8,FALSE,"Greece","436938596","Policy Analyst - Fields: Greek Politics; US Foreign Policy; Program Evaluation; Coaching.    
RT does not imply endorsement.",TRUE,"Wed Dec 14 19:24:46 +0000 2011",1612,63,588,FALSE,NA,"Angelos Themelis",NA,"en",NA,109,"AngelosThemelis"
"62","@DanaTheBlaze @HillaryClinton In prison.",0,FALSE,FALSE,"697530331558051841","DanaTheBlaze","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:25 +0000 2016","697518797066866688","2279339120","fr",3,FALSE,"Paducah, KY","345130590","Fan of Paducah progress for more than a decade.",TRUE,"Sat Jul 30 03:17:26 +0000 2011",5845,47,215,FALSE,NA,"James McAfee",NA,"en",NA,159,"eraser48"
"67","@ImAngelaBassett @CourtneyBVance @HillaryClinton @HillaryforSC Ì†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏çÌ†ΩÌ∏ç",0,FALSE,FALSE,"697530332611022850","ImAngelaBassett","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:19:25 +0000 2016","697525779312160768","1128218821","und",0,FALSE,NA,"203366197",NA,FALSE,"Sat Oct 16 03:11:09 +0000 2010",365,136,1218,FALSE,NA,"Paula Sofia","Quito","en",-18000,111,"md_sofia"
"74","RT @ImAngelaBassett: Hey Everybody, you good?@CourtneyBVance, the twins&amp;I: standing proud w/@HillaryClinton! @HillaryforSC #HillaryforALL h‚Ä¶",57,FALSE,FALSE,"697530334360031233",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:25 +0000 2016",NA,NA,"en",59,FALSE,"Vermont","1897239480","R.N.-Retired. Wife to super smart & humble guy, Mom to 4 great kids. Catholic, Pro-Life,",TRUE,"Mon Sep 23 13:12:29 +0000 2013",27474,486,66,FALSE,NA,"JB",NA,"en",NA,1326,"6nsinvt"
"81","RT @LiberalMormon: Young Voters Abandon @HillaryClinton for @BernieSanders https://t.co/kFQgWQmuhe via @whohd #notmeus #feelthebern #bernie‚Ä¶",7,FALSE,FALSE,"697530335865741312",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",FALSE,"Wed Feb 10 21:19:26 +0000 2016",NA,NA,"en",134,FALSE,NA,"833558286","#Progressive,#Humanist,#Caregiver, #Volunteer,Native NYer,Adopt don't Shop, Mostly tweeting about Politics #Bernie2016 RTs do not always imply endorsement.",TRUE,"Wed Sep 19 15:25:17 +0000 2012",53884,1222,5384,FALSE,NA,"Polly Antics","Eastern Time (US & Canada)","en",-18000,986,"pollyantics"
"115","@NewsHour please ask @HillaryClinton #DemDebate if she'll accept nomination if @BernieSanders wins pledged delegates but supers toss 2 her",0,FALSE,FALSE,"697530341305643008","NewsHour","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:19:27 +0000 2016","696771504134983680","14437914","en",0,FALSE,"Alabama","2918752020",NA,FALSE,"Thu Dec 04 15:46:56 +0000 2014",42,3,168,FALSE,NA,"Brian Lee",NA,"en",NA,27,"f7866259c89b45c"
"116","@seanspicer @HillaryClinton @washingtonpost @TheFix funny writer writes nout ""email problem"" &amp; neglects Powell &amp; Rice did same thing",0,FALSE,FALSE,"697530341779759104","seanspicer","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:27 +0000 2016","697495573482475524","20776147","en",13,FALSE,"USA","126697539","I am the author of A PAINED LIFE, a chronic pain journey and founder of Women In Pain Awareness group on FB",FALSE,"Fri Mar 26 18:13:01 +0000 2010",10483,148,467,FALSE,"http://apainedlife.blogspot.com/","carol levy","Quito","en",-18000,38,"leejcaroll"
"121","RT @NursesGroup: #BillClinton #HillaryClinton #ClintonsOutOfTouch #ClintonLies #Hilpocrisy #OhHillNo #Benghazi https://t.co/nWAWwIiLVy",1,FALSE,FALSE,"697530342702362624",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Wed Feb 10 21:19:27 +0000 2016",NA,NA,"und",47,FALSE,NA,"3111009699","God Bless America !",FALSE,"Tue Mar 24 17:59:38 +0000 2015",54722,1034,4550,FALSE,NA,"Jane",NA,"en",NA,1364,"CallMeMyLady"
"147","RT @CNNSitRoom: Former White House press secretary Jay Carney says @POTUS supports @HillaryClinton https://t.co/KCCR6m1UV1 https://t.co/vkg‚Ä¶",1,FALSE,FALSE,"697530350042533888",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:29 +0000 2016",NA,NA,"en",30,FALSE,"United States","350324591","#DFS is my life.  My kids say I'm old..my license says I'm 51.  It's all relative.   Occasionally talk in song lyrics. My first vote was Reagan in '84.#CRUZCREW",FALSE,"Sun Aug 07 15:49:47 +0000 2011",13478,925,3216,FALSE,NA,"Calvin Collier","Eastern Time (US & Canada)","en",-18000,917,"PreEmptivStrike"
"154","RT @RealJamesWoods: Only these disgusting pigs would leave the American flag on the ground like a rag. @HillaryClinton #ShameOnYou  https:/‚Ä¶",113,FALSE,FALSE,"697530351082717185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:19:29 +0000 2016",NA,NA,"en",22,FALSE,NA,"77688823","Wake up Americans! We're in Deep Trouble!! #TRUMP 2016 #MAKE AMERICA GREAT AGAIN!! GOD ,FAMILY, AND COUNTRY. FLORIDA USA",TRUE,"Sun Sep 27 07:47:25 +0000 2009",4208,183,32,FALSE,NA,"Carmen",NA,"en",NA,164,"Angelgtr1"
"173","@HillaryClinton @billclinton @ChelseaClinton This sums up the whole Clinton clan mind set. https://t.co/7Aw5XlrFTF",0,FALSE,FALSE,"697530354383482882","HillaryClinton","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:19:30 +0000 2016",NA,"1339835893","en",50,FALSE,"Los Angeles, California","29609843","Do... or do not. There is no try. Scottish American, disabled Vietnam veteran, patriot and martial arts instructor.",FALSE,"Wed Apr 08 01:57:39 +0000 2009",34160,438,179,FALSE,NA,"Michael L Cunningham","Pacific Time (US & Canada)","en",-28800,137,"Redgtosamurai"
"186","RT @dollyp724: This was my meme from a while back...  Rings true always, especially, for @HillaryClinton! 
#ImStillStanding #HRC https://t.‚Ä¶",27,FALSE,FALSE,"697530357244100608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:31 +0000 2016",NA,NA,"en",45,FALSE,"pittsburgh, pennsylvania","2861426208","TO YOU FROM FAILING HANDS WE THROW THE TORCH BE YOURS TO HOLD IT HIGH",FALSE,"Fri Oct 17 23:37:38 +0000 2014",13612,434,13519,FALSE,NA,"kenneth d mansfield",NA,"en",NA,1002,"kdmhabs1963"
"192","RT @RealJamesWoods: Only these disgusting pigs would leave the American flag on the ground like a rag. @HillaryClinton #ShameOnYou  https:/‚Ä¶",114,FALSE,FALSE,"697530359995621380",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:19:31 +0000 2016",NA,NA,"en",14,FALSE,"England","1087298454","animal lover, political activist for UKIP & campaigner to Get Britain Out of The EU",FALSE,"Sun Jan 13 21:48:37 +0000 2013",7500,260,5197,FALSE,NA,"Helen Walker",NA,"en",NA,107,"helenhaywalker"
"200","@maddow @HillaryClinton My only fear. BS wins and dies in office or starts talking to the walls via Reagan again. Too old for Potus 8 years.",0,FALSE,FALSE,"697530362067439616","maddow","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:32 +0000 2016","696831788749078528","16129920","en",0,FALSE,NA,"570156595",NA,FALSE,"Thu May 03 17:43:44 +0000 2012",1948,12,0,FALSE,"https://www.facebook.com/Mitchell201112","Democrats United",NA,"en",NA,47,"DemocratsU"
"204","RT @RealJamesWoods: Only these disgusting pigs would leave the American flag on the ground like a rag. @HillaryClinton #ShameOnYou  https:/‚Ä¶",115,FALSE,FALSE,"697530362923196417",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",FALSE,"Wed Feb 10 21:19:32 +0000 2016",NA,NA,"en",2,FALSE,"Jasper","14165357",NA,TRUE,"Mon Mar 17 19:47:31 +0000 2008",1984,100,27,FALSE,NA,"Brian Russell","Central Time (US & Canada)","en",-21600,209,"BLRussell"
"222","RT @RealJamesWoods: Only these disgusting pigs would leave the American flag on the ground like a rag. @HillaryClinton #ShameOnYou  https:/‚Ä¶",116,FALSE,FALSE,"697530366018498560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:19:33 +0000 2016",NA,NA,"en",50,FALSE,"Los Angeles, California","29609843","Do... or do not. There is no try. Scottish American, disabled Vietnam veteran, patriot and martial arts instructor.",FALSE,"Wed Apr 08 01:57:39 +0000 2009",34161,438,179,FALSE,NA,"Michael L Cunningham","Pacific Time (US & Canada)","en",-28800,137,"Redgtosamurai"
"247","2 prominent black Intellectuals just came out against @HillaryClinton  READ: https://t.co/gweTqjFMI8 #Bernie #BernieSanders #feelthebern",0,FALSE,FALSE,"697530370032439296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:34 +0000 2016",NA,NA,"en",42,FALSE,"Sebastopol, CA","3238997988",NA,TRUE,"Sun Jun 07 16:29:08 +0000 2015",3644,142,1791,FALSE,NA,"Leslie Christianer",NA,"en",NA,141,"LChristianer"
"254","HillaryClinton Doesn‚Äôt Deserve #AfricanAmerican Vote.Her Policies decimated lives https://t.co/7nun0J4tdu #SouthCarolinaPrimary #Hillary2016",0,FALSE,FALSE,"697530371232165889",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:34 +0000 2016",NA,NA,"en",119,FALSE,"United Kingdom","527949804","#CDCWhistleblower Says MMR vaccine Causing 1/50 Children To Have Autism http://bit.ly/1tgCmic Vaccines Cause #SIDS & NOT Safe/Effective http://bit.ly/HP829O",TRUE,"Sat Mar 17 23:46:59 +0000 2012",13829,8479,14186,FALSE,NA,"Nin","London","en",0,2224,"NinHorrox"
"260","RT @BrynneCraig: Jay Carney: @BarackObama wants @HillaryClinton to win #imwithher #hillary2016 https://t.co/3iN0jSNbUn",11,FALSE,FALSE,"697530372859568128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:19:35 +0000 2016",NA,NA,"en",1,FALSE,"North Carolina, USA","3679704142","Interested in people and political absurdity!  Goal: Surviving without losing my sense of humor!",FALSE,"Wed Sep 16 23:20:13 +0000 2015",1433,114,1759,FALSE,NA,"Shar",NA,"en",NA,453,"sh4joy"
"261","@KatrinaNation #FeelTheBern @HillaryClinton said, show her 1 case where #WallSt $ changed her position. ElizWarren: https://t.co/tbfwC3PfqJ",0,FALSE,FALSE,"697530372985372672","KatrinaNation","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:35 +0000 2016",NA,"59159771","en",10,FALSE,"VA","610268893","Progressive Democrat activist; take back our government from greedy corporations & extremist Repubs; love western wildlands; fight for envir quality.",FALSE,"Sat Jun 16 20:45:29 +0000 2012",1424,51,305,FALSE,NA,"T R Sopher Sr","Eastern Time (US & Canada)","en",-18000,220,"TRSopherSr"
"266","HillaryClinton Doesn‚Äôt Deserve #AfricanAmerican Vote.Her Policies decimated lives https://t.co/EY8WDV0216 #SouthCarolinaPrimary #Hillary2016",0,FALSE,FALSE,"697530373681586177",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis.com</a>",FALSE,"Wed Feb 10 21:19:35 +0000 2016",NA,NA,"en",119,FALSE,"United Kingdom","527949804","#CDCWhistleblower Says MMR vaccine Causing 1/50 Children To Have Autism http://bit.ly/1tgCmic Vaccines Cause #SIDS & NOT Safe/Effective http://bit.ly/HP829O",TRUE,"Sat Mar 17 23:46:59 +0000 2012",13830,8479,14186,FALSE,NA,"Nin","London","en",0,2224,"NinHorrox"
"275","@HillaryClinton YES, I am with her. this just make us want fight more with the enemies.",0,FALSE,FALSE,"697530375682203648","HillaryClinton","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:35 +0000 2016","697260464301064193","1339835893","en",0,FALSE,NA,"4889563032",NA,FALSE,"Wed Feb 10 21:13:52 +0000 2016",2,1,0,FALSE,NA,"xiaoyangzhang",NA,"en",NA,60,"xiaoyangzhang09"
"284","RT @cp2austin: #HillaryClinton has been down in trenches fighting for #CivilRights &amp; #ImmigrationReform. She is more than a 1 issue candida‚Ä¶",1,FALSE,FALSE,"697530378253422592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:36 +0000 2016",NA,NA,"en",129,FALSE,NA,"1246900826","Philosopher, liberal, animal lover, not a theist. Can't follow all I would like to follow.",FALSE,"Wed Mar 06 19:57:35 +0000 2013",44358,2139,293749,FALSE,NA,"cscstars","Eastern Time (US & Canada)","en",-18000,1331,"cscstars"
"308","RT @IngrahamAngle: Bernie's massive lead among young voters means today is ""Code Pantsuit RED"" in @HillaryClinton HQ.",83,FALSE,FALSE,"697530383684927488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:19:37 +0000 2016",NA,NA,"en",0,FALSE,NA,"2558017396",NA,FALSE,"Wed May 21 23:39:47 +0000 2014",103,4,122,FALSE,NA,"Jill Jukes",NA,"en",NA,9,"jj_jukes"
"3111","Hillary Clinton BLACKMAILING the Press : PROOF! https://t.co/BIKEHTBaNL #HillaryClinton #BernieSanders #FeelTheBern #ImWithHer #NVcaucus",0,FALSE,FALSE,"697530383651442688",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",FALSE,"Wed Feb 10 21:19:37 +0000 2016",NA,NA,"en",21,FALSE,NA,"4765080481","Feel The Burn!",FALSE,"Fri Jan 15 22:39:27 +0000 2016",1704,94,58,FALSE,NA,"Burny Cinders",NA,"en-gb",NA,78,"BurnyCinders"
"327","RT @CNNSitRoom: Former White House press secretary Jay Carney says @POTUS supports @HillaryClinton https://t.co/KCCR6m1UV1 https://t.co/vkg‚Ä¶",2,FALSE,FALSE,"697530387820646400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:38 +0000 2016",NA,NA,"en",1234,TRUE,"Washington, DC","22771961","CNN's Senior White House Correspondent.",TRUE,"Wed Mar 04 13:48:04 +0000 2009",20913,42094,1396,FALSE,"http://www.cnn.com","Jim Acosta","Eastern Time (US & Canada)","en",-18000,2199,"Acosta"
"334","RT @the_intercept: Bill and @HillaryClinton have  made at least $139M from speeches, including $35M from the financial sector. https://t.co‚Ä¶",649,FALSE,FALSE,"697530389372497920",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",FALSE,"Wed Feb 10 21:19:38 +0000 2016",NA,NA,"en",2,FALSE,NA,"494616780","tajin people",FALSE,"Fri Feb 17 02:45:07 +0000 2012",2594,113,1184,FALSE,NA,"Leighann Willoughby","Eastern Time (US & Canada)","en",-18000,53,"LeighannWillo"
"371","@TheLastWord @CarlyFiorina good all you did was go after @HillaryClinton and attack Planned Parenthood, you had no campaign. No POTUS for U",0,FALSE,FALSE,"697530397140381701","TheLastWord","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",FALSE,"Wed Feb 10 21:19:40 +0000 2016","697527051457323008","182503471","en",259,FALSE,"somewhere in South Jersey...","432253868","Liberal Lesbian Living Life Left. Trying to be a good person but not easy... PTSD-MST, Major Depression, ADVOCATE...",FALSE,"Fri Dec 09 06:16:57 +0000 2011",35853,971,35091,FALSE,NA,"LA TODAY","Eastern Time (US & Canada)","en",-18000,2111,"LynnCEO"
"375","RT @RealJamesWoods: While the #lib #lapdog #media swoon at @HillaryClinton's every cackle, Catherine Herridge is quietly winning the war ht‚Ä¶",94,FALSE,FALSE,"697530397807083520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:19:40 +0000 2016",NA,NA,"en",0,FALSE,"California","4247752213","Husband, father, cacer fighter.",FALSE,"Sun Nov 15 17:12:49 +0000 2015",43,12,736,FALSE,NA,"Rudolph Rangel Jr",NA,"en",NA,24,"rudes54"
"382","RT @elizabethforma: .@HillaryClinton is right to fight GOP efforts to sneak financial reform rollbacks into the funding bill. https://t.co/‚Ä¶",1041,FALSE,FALSE,"697530399480745986",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Wed Feb 10 21:19:41 +0000 2016",NA,NA,"en",56,FALSE,"Theres No Place Like Home‚ú®‚ù§Ô∏è","845893680","@LinkinPark Soldier‚ú®‚ù§Ô∏è #AlternativeRock #AnimalRights @MickeyOtis is #MyFigure09‚ú®‚ù§Ô∏è #Vegan #Progressive #Liberal #Hillary2016‚ú® #ImWithHer #UniteBlue",TRUE,"Tue Sep 25 17:16:40 +0000 2012",89643,2744,58156,FALSE,NA,"PattyOtis.09‚ù§Ô∏è",NA,"en",NA,2644,"grammy4lphhl"
"402","WOW.... Blithering IDIOT @CoryBooker says only George Washington as qualified as @HillaryClinton to be President.

https://t.co/DoaKTIAxbC",0,FALSE,FALSE,"697530403838652416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:42 +0000 2016",NA,NA,"en",131,FALSE,"Florida","1146358172","Constitutional Conservative. The Patriotic follow me. The Courageous retweet me. Do not comply!",FALSE,"Sun Feb 03 22:04:05 +0000 2013",9657,18929,0,FALSE,NA,"Pantano's Law","Eastern Time (US & Canada)","en",-18000,19229,"PantanoLaw"
"428","@RealJamesWoods @HillaryClinton Pretty much sums up their views of America....",0,FALSE,FALSE,"697530409442107392","RealJamesWoods","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:43 +0000 2016","697529138005970944","78523300","en",21,FALSE,"Montana","21231446","Writer, photographer, gamer, scientist, procrastinator.  I am The Next To The Last of the Time Lords...
https://t.co/eFMeguUbmx
https://t.co/5iGppggX3u",TRUE,"Wed Feb 18 19:32:07 +0000 2009",8508,405,7117,FALSE,"https://www.youtube.com/user/Maastrichian","Maas Aeon","Mountain Time (US & Canada)","en",-25200,303,"MaasAeon"
"470","As my friend would say, ""even if you had gone to Walmart and steal, when you get out he would still be voting for you"". #HillaryClinton",0,FALSE,FALSE,"697530418891853824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:19:46 +0000 2016",NA,NA,"en",0,FALSE,NA,"2465456764",NA,TRUE,"Sun Apr 06 18:20:03 +0000 2014",155,9,12,FALSE,NA,"Sandy Bailey",NA,"en",NA,36,"delrose2014"
"475","@adirado29 @CNN @HillaryClinton a lot of media coverage. Still Hillary should have the advantage in the more diverse states.",0,FALSE,FALSE,"697530420909498368","adirado29","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Wed Feb 10 21:19:46 +0000 2016","697506508972650496","19802846","en",37,FALSE,"GLASGOW","50366098","Big tennis fan particularly Andy Murray, also  proud supporter Equality/Human Rights. Good sense of humour and into TV, Technology,Theatre, Music,Films.",TRUE,"Wed Jun 24 17:10:13 +0000 2009",26021,710,3663,FALSE,NA,"JAMES","London","en",0,1228,"jake98645"
"487","From a @BernieSanders volunteer to a declared @HillaryClinton supporter!

@CNNPolitics @CNBC @FoxNews @TheDailyShow https://t.co/P6JnPZZjwq",0,FALSE,FALSE,"697530422234738688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Wed Feb 10 21:19:46 +0000 2016",NA,NA,"en",0,FALSE,"Gerrd Dermm!","4452082042","Fk'n Gerrd.",FALSE,"Fri Dec 11 20:33:37 +0000 2015",46,13,37,FALSE,"https://youtu.be/Hy-sVByUHqE","OhMah Gerrd!","Pacific Time (US & Canada)","en",-28800,123,"Ohmah_Gerrd"
